 x      300.00000000000000        873.00000000000000        1273.0000000000000        1673.0000000000000     
  -675.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -666.900  0.000000E+00  0.568904E-05  0.580226E-05  0.585186E-05  0.599317E-05
  -666.800  0.725165E-05  0.899232E-05  0.914275E-05  0.920622E-05  0.939969E-05
  -666.700  0.126691E-04  0.155191E-04  0.157568E-04  0.158556E-04  0.161954E-04
  -666.600  0.167637E-04  0.205790E-04  0.209038E-04  0.210400E-04  0.214732E-04
  -666.500  0.253380E-04  0.309292E-04  0.313967E-04  0.315915E-04  0.322200E-04
  -666.400  0.379896E-04  0.460956E-04  0.467683E-04  0.470480E-04  0.480091E-04
  -666.300  0.538085E-04  0.649803E-04  0.658965E-04  0.662756E-04  0.675957E-04
  -666.200  0.764666E-04  0.920327E-04  0.933026E-04  0.938272E-04  0.956918E-04
  -666.100  0.107493E-03  0.128957E-03  0.130694E-03  0.131410E-03  0.133950E-03
  -666.000  0.149631E-03  0.178771E-03  0.181097E-03  0.182049E-03  0.185458E-03
  -665.900  0.209730E-03  0.249270E-03  0.252360E-03  0.253614E-03  0.258280E-03
  -665.800  0.284100E-03  0.336641E-03  0.340714E-03  0.342361E-03  0.348481E-03
  -665.700  0.384735E-03  0.454189E-03  0.459491E-03  0.461620E-03  0.469590E-03
  -665.600  0.514445E-03  0.605317E-03  0.612160E-03  0.614892E-03  0.625102E-03
  -665.500  0.682473E-03  0.800381E-03  0.809132E-03  0.812602E-03  0.825556E-03
  -665.400  0.894131E-03  0.104538E-02  0.105643E-02  0.106078E-02  0.107690E-02
  -665.300  0.116072E-02  0.135339E-02  0.136728E-02  0.137271E-02  0.139258E-02
  -665.200  0.148834E-02  0.173060E-02  0.174779E-02  0.175445E-02  0.177831E-02
  -665.100  0.188867E-02  0.219049E-02  0.221157E-02  0.221967E-02  0.224791E-02
  -665.000  0.236930E-02  0.274149E-02  0.276709E-02  0.277684E-02  0.280955E-02
  -664.900  0.294698E-02  0.340213E-02  0.343292E-02  0.344454E-02  0.348182E-02
  -664.800  0.362325E-02  0.417411E-02  0.421077E-02  0.422448E-02  0.426595E-02
  -664.700  0.440669E-02  0.506670E-02  0.510990E-02  0.512589E-02  0.517072E-02
  -664.600  0.530915E-02  0.609309E-02  0.614354E-02  0.616202E-02  0.620928E-02
  -664.500  0.632785E-02  0.725008E-02  0.730849E-02  0.732965E-02  0.737772E-02
  -664.400  0.746715E-02  0.854212E-02  0.860908E-02  0.863307E-02  0.867973E-02
  -664.300  0.872674E-02  0.996892E-02  0.100451E-01  0.100720E-01  0.101147E-01
  -664.200  0.100980E-01  0.115208E-01  0.116067E-01  0.116367E-01  0.116720E-01
  -664.100  0.115793E-01  0.131966E-01  0.132929E-01  0.133262E-01  0.133507E-01
  -664.000  0.131526E-01  0.149760E-01  0.150831E-01  0.151198E-01  0.151291E-01
  -663.900  0.148097E-01  0.168506E-01  0.169690E-01  0.170092E-01  0.169989E-01
  -663.800  0.165335E-01  0.188027E-01  0.189332E-01  0.189771E-01  0.189428E-01
  -663.700  0.183004E-01  0.208067E-01  0.209499E-01  0.209978E-01  0.209344E-01
  -663.600  0.200912E-01  0.228427E-01  0.229994E-01  0.230516E-01  0.229545E-01
  -663.500  0.218855E-01  0.248901E-01  0.250612E-01  0.251183E-01  0.249830E-01
  -663.400  0.236521E-01  0.269155E-01  0.271023E-01  0.271648E-01  0.269872E-01
  -663.300  0.253704E-01  0.288975E-01  0.291013E-01  0.291698E-01  0.289459E-01
  -663.200  0.270109E-01  0.308055E-01  0.310277E-01  0.311032E-01  0.308300E-01
  -663.100  0.285477E-01  0.326120E-01  0.328545E-01  0.329379E-01  0.326126E-01
  -663.000  0.299535E-01  0.342875E-01  0.345519E-01  0.346444E-01  0.342649E-01
  -662.900  0.312025E-01  0.358037E-01  0.360920E-01  0.361946E-01  0.357594E-01
  -662.800  0.322763E-01  0.371403E-01  0.374541E-01  0.375683E-01  0.370765E-01
  -662.700  0.331442E-01  0.382614E-01  0.386026E-01  0.387293E-01  0.381804E-01
  -662.600  0.337963E-01  0.391541E-01  0.395239E-01  0.396642E-01  0.390584E-01
  -662.500  0.342179E-01  0.397994E-01  0.401989E-01  0.403537E-01  0.396914E-01
  -662.400  0.343998E-01  0.401829E-01  0.406125E-01  0.407825E-01  0.400642E-01
  -662.300  0.343412E-01  0.402987E-01  0.407581E-01  0.409435E-01  0.401703E-01
  -662.200  0.340467E-01  0.401468E-01  0.406350E-01  0.408359E-01  0.400086E-01
  -662.100  0.335271E-01  0.397330E-01  0.402480E-01  0.404638E-01  0.395832E-01
  -662.000  0.328052E-01  0.390759E-01  0.396149E-01  0.398444E-01  0.389112E-01
  -661.900  0.319048E-01  0.381957E-01  0.387550E-01  0.389966E-01  0.380110E-01
  -661.800  0.308729E-01  0.371309E-01  0.377047E-01  0.379560E-01  0.369162E-01
  -661.700  0.297131E-01  0.358923E-01  0.364753E-01  0.367338E-01  0.356394E-01
  -661.600  0.284955E-01  0.345400E-01  0.351249E-01  0.353869E-01  0.342346E-01
  -661.500  0.272467E-01  0.331039E-01  0.336829E-01  0.339446E-01  0.327309E-01
  -661.400  0.260011E-01  0.316188E-01  0.321835E-01  0.324406E-01  0.311604E-01
  -661.300  0.248343E-01  0.301541E-01  0.306942E-01  0.309414E-01  0.295872E-01
  -661.200  0.237413E-01  0.287148E-01  0.292211E-01  0.294536E-01  0.280182E-01
  -661.100  0.228142E-01  0.273853E-01  0.278466E-01  0.280584E-01  0.265313E-01
  -661.000  0.220460E-01  0.261661E-01  0.265720E-01  0.267576E-01  0.251284E-01
  -660.900  0.214774E-01  0.250999E-01  0.254400E-01  0.255936E-01  0.238515E-01
  -660.800  0.211715E-01  0.242440E-01  0.245064E-01  0.246218E-01  0.227533E-01
  -660.700  0.211522E-01  0.236259E-01  0.237994E-01  0.238704E-01  0.218629E-01
  -660.600  0.214304E-01  0.232596E-01  0.233336E-01  0.233545E-01  0.211956E-01
  -660.500  0.220985E-01  0.232269E-01  0.231891E-01  0.231530E-01  0.208290E-01
  -660.400  0.231643E-01  0.235348E-01  0.233731E-01  0.232738E-01  0.207714E-01
  -660.300  0.247037E-01  0.242555E-01  0.239573E-01  0.237879E-01  0.210950E-01
  -660.200  0.267770E-01  0.254349E-01  0.249859E-01  0.247388E-01  0.218417E-01
  -660.100  0.294855E-01  0.271614E-01  0.265453E-01  0.262119E-01  0.230965E-01
  -660.000  0.328923E-01  0.294905E-01  0.286902E-01  0.282613E-01  0.249141E-01
  -659.900  0.371073E-01  0.325113E-01  0.315065E-01  0.309717E-01  0.273772E-01
  -659.800  0.422336E-01  0.363147E-01  0.350832E-01  0.344308E-01  0.305730E-01
  -659.700  0.483430E-01  0.409621E-01  0.394801E-01  0.386975E-01  0.345603E-01
  -659.600  0.555638E-01  0.465629E-01  0.448034E-01  0.438766E-01  0.394415E-01
  -659.500  0.639389E-01  0.531614E-01  0.510973E-01  0.500121E-01  0.452624E-01
  -659.400  0.734890E-01  0.607787E-01  0.583827E-01  0.571248E-01  0.520440E-01
  -659.300  0.842611E-01  0.694711E-01  0.667169E-01  0.652722E-01  0.598468E-01
  -659.200  0.961779E-01  0.791846E-01  0.760489E-01  0.744054E-01  0.686255E-01
  -659.100  0.109163E+00  0.898777E-01  0.863426E-01  0.844902E-01  0.783532E-01
  -659.000  0.123076E+00  0.101454E+00  0.975083E-01  0.954408E-01  0.889520E-01
  -658.900  0.137663E+00  0.113731E+00  0.109373E+00  0.107089E+00  0.100266E+00
  -658.800  0.152720E+00  0.126563E+00  0.121801E+00  0.119305E+00  0.112177E+00
  -658.700  0.167893E+00  0.139687E+00  0.134544E+00  0.131846E+00  0.124458E+00
  -658.600  0.182914E+00  0.152912E+00  0.147422E+00  0.144540E+00  0.136951E+00
  -658.500  0.197382E+00  0.165929E+00  0.160142E+00  0.157101E+00  0.149387E+00
  -658.400  0.210953E+00  0.178479E+00  0.172458E+00  0.169288E+00  0.161541E+00
  -658.300  0.223355E+00  0.190352E+00  0.184170E+00  0.180910E+00  0.173231E+00
  -658.200  0.234252E+00  0.201281E+00  0.195025E+00  0.191718E+00  0.184221E+00
  -658.100  0.243456E+00  0.211111E+00  0.204871E+00  0.201564E+00  0.194367E+00
  -658.000  0.250765E+00  0.219664E+00  0.213537E+00  0.210279E+00  0.203503E+00
  -657.900  0.256112E+00  0.226862E+00  0.220944E+00  0.217784E+00  0.211545E+00
  -657.800  0.259447E+00  0.232627E+00  0.227011E+00  0.223997E+00  0.218402E+00
  -657.700  0.260827E+00  0.236958E+00  0.231730E+00  0.228907E+00  0.224049E+00
  -657.600  0.260346E+00  0.239877E+00  0.235113E+00  0.232519E+00  0.228472E+00
  -657.500  0.258156E+00  0.241438E+00  0.237199E+00  0.234868E+00  0.231683E+00
  -657.400  0.254409E+00  0.241690E+00  0.238024E+00  0.235981E+00  0.233686E+00
  -657.300  0.249316E+00  0.240727E+00  0.237664E+00  0.235925E+00  0.234518E+00
  -657.200  0.243074E+00  0.238627E+00  0.236182E+00  0.234755E+00  0.234209E+00
  -657.100  0.235856E+00  0.235454E+00  0.233623E+00  0.232508E+00  0.232770E+00
  -657.000  0.227849E+00  0.231283E+00  0.230046E+00  0.229235E+00  0.230230E+00
  -656.900  0.219214E+00  0.226179E+00  0.225503E+00  0.224980E+00  0.226611E+00
  -656.800  0.210143E+00  0.220254E+00  0.220093E+00  0.219836E+00  0.221991E+00
  -656.700  0.200662E+00  0.213464E+00  0.213762E+00  0.213743E+00  0.216299E+00
  -656.600  0.191019E+00  0.206003E+00  0.206695E+00  0.206882E+00  0.209710E+00
  -656.500  0.181232E+00  0.197858E+00  0.198872E+00  0.199233E+00  0.202198E+00
  -656.400  0.171480E+00  0.189189E+00  0.190453E+00  0.190949E+00  0.193924E+00
  -656.300  0.161854E+00  0.180073E+00  0.181510E+00  0.182104E+00  0.184963E+00
  -656.200  0.152503E+00  0.170678E+00  0.172212E+00  0.172868E+00  0.175496E+00
  -656.100  0.143570E+00  0.161155E+00  0.162712E+00  0.163392E+00  0.165686E+00
  -656.000  0.135193E+00  0.151685E+00  0.153196E+00  0.153864E+00  0.155735E+00
  -655.900  0.127531E+00  0.142451E+00  0.143847E+00  0.144472E+00  0.145840E+00
  -655.800  0.120721E+00  0.133642E+00  0.134862E+00  0.135410E+00  0.136216E+00
  -655.700  0.114953E+00  0.125493E+00  0.126481E+00  0.126926E+00  0.127118E+00
  -655.600  0.110319E+00  0.118163E+00  0.118873E+00  0.119190E+00  0.118734E+00
  -655.500  0.107024E+00  0.111922E+00  0.112314E+00  0.112483E+00  0.111357E+00
  -655.400  0.105123E+00  0.106887E+00  0.106930E+00  0.106935E+00  0.105128E+00
  -655.300  0.104715E+00  0.103246E+00  0.102919E+00  0.102750E+00  0.100263E+00
  -655.200  0.105916E+00  0.101185E+00  0.100479E+00  0.100129E+00  0.969738E-01
  -655.100  0.108719E+00  0.100791E+00  0.997064E-01  0.991763E-01  0.953768E-01
  -655.000  0.113200E+00  0.102221E+00  0.100774E+00  0.100069E+00  0.956581E-01
  -654.900  0.119373E+00  0.105573E+00  0.103785E+00  0.102918E+00  0.979384E-01
  -654.800  0.127193E+00  0.110880E+00  0.108790E+00  0.107777E+00  0.102282E+00
  -654.700  0.136591E+00  0.118147E+00  0.115801E+00  0.114665E+00  0.108718E+00
  -654.600  0.147556E+00  0.127433E+00  0.124887E+00  0.123656E+00  0.117330E+00
  -654.500  0.159885E+00  0.138576E+00  0.135895E+00  0.134599E+00  0.127977E+00
  -654.400  0.173486E+00  0.151519E+00  0.148771E+00  0.147445E+00  0.140613E+00
  -654.300  0.188169E+00  0.166100E+00  0.163357E+00  0.162037E+00  0.155096E+00
  -654.200  0.203665E+00  0.182045E+00  0.179382E+00  0.178104E+00  0.171156E+00
  -654.100  0.219728E+00  0.199089E+00  0.196578E+00  0.195377E+00  0.188529E+00
  -654.000  0.235978E+00  0.216818E+00  0.214525E+00  0.213435E+00  0.206796E+00
  -653.900  0.252122E+00  0.234898E+00  0.232885E+00  0.231936E+00  0.225618E+00
  -653.800  0.267762E+00  0.252865E+00  0.251185E+00  0.250404E+00  0.244513E+00
  -653.700  0.282488E+00  0.270244E+00  0.268941E+00  0.268349E+00  0.262992E+00
  -653.600  0.295855E+00  0.286519E+00  0.285626E+00  0.285240E+00  0.280519E+00
  -653.500  0.307559E+00  0.301302E+00  0.300843E+00  0.300674E+00  0.296678E+00
  -653.400  0.317186E+00  0.314114E+00  0.314101E+00  0.314157E+00  0.310972E+00
  -653.300  0.324478E+00  0.324621E+00  0.325057E+00  0.325338E+00  0.323035E+00
  -653.200  0.329167E+00  0.332488E+00  0.333368E+00  0.333871E+00  0.332509E+00
  -653.100  0.331178E+00  0.337590E+00  0.338901E+00  0.339620E+00  0.339245E+00
  -653.000  0.330415E+00  0.339779E+00  0.341501E+00  0.342426E+00  0.343069E+00
  -652.900  0.326955E+00  0.339094E+00  0.341203E+00  0.342323E+00  0.343998E+00
  -652.800  0.320875E+00  0.335587E+00  0.338057E+00  0.339359E+00  0.342069E+00
  -652.700  0.312444E+00  0.329508E+00  0.332311E+00  0.333780E+00  0.337512E+00
  -652.600  0.301928E+00  0.321109E+00  0.324215E+00  0.325837E+00  0.330563E+00
  -652.500  0.289613E+00  0.310675E+00  0.314054E+00  0.315816E+00  0.321498E+00
  -652.400  0.275915E+00  0.298629E+00  0.302254E+00  0.304141E+00  0.310732E+00
  -652.300  0.261199E+00  0.285339E+00  0.289182E+00  0.291182E+00  0.298623E+00
  -652.200  0.245885E+00  0.271244E+00  0.275280E+00  0.277381E+00  0.285607E+00
  -652.100  0.230331E+00  0.256709E+00  0.260914E+00  0.263104E+00  0.272048E+00
  -652.000  0.214856E+00  0.242068E+00  0.246420E+00  0.248689E+00  0.258273E+00
  -651.900  0.199801E+00  0.227685E+00  0.232164E+00  0.234500E+00  0.244653E+00
  -651.800  0.185411E+00  0.213811E+00  0.218396E+00  0.220791E+00  0.231433E+00
  -651.700  0.171881E+00  0.200654E+00  0.205325E+00  0.207768E+00  0.218822E+00
  -651.600  0.159322E+00  0.188336E+00  0.193075E+00  0.195556E+00  0.206944E+00
  -651.500  0.147865E+00  0.176995E+00  0.181781E+00  0.184291E+00  0.195934E+00
  -651.400  0.137498E+00  0.166616E+00  0.171430E+00  0.173957E+00  0.185777E+00
  -651.300  0.128204E+00  0.157188E+00  0.162009E+00  0.164543E+00  0.176460E+00
  -651.200  0.119970E+00  0.148696E+00  0.153503E+00  0.156032E+00  0.167968E+00
  -651.100  0.112609E+00  0.140948E+00  0.145719E+00  0.148232E+00  0.160108E+00
  -651.000  0.106112E+00  0.133939E+00  0.138653E+00  0.141138E+00  0.152876E+00
  -650.900  0.100246E+00  0.127426E+00  0.132060E+00  0.134506E+00  0.146030E+00
  -650.800  0.949328E-01  0.121341E+00  0.125875E+00  0.128270E+00  0.139506E+00
  -650.700  0.900326E-01  0.115540E+00  0.119952E+00  0.122285E+00  0.133163E+00
  -650.600  0.854052E-01  0.109889E+00  0.114159E+00  0.116420E+00  0.126874E+00
  -650.500  0.809453E-01  0.104297E+00  0.108407E+00  0.110586E+00  0.120557E+00
  -650.400  0.765940E-01  0.987125E-01  0.102647E+00  0.104735E+00  0.114172E+00
  -650.300  0.722471E-01  0.930497E-01  0.967940E-01  0.987841E-01  0.107644E+00
  -650.200  0.679135E-01  0.873362E-01  0.908789E-01  0.927648E-01  0.101015E+00
  -650.100  0.635425E-01  0.815388E-01  0.848704E-01  0.866472E-01  0.942642E-01
  -650.000  0.591607E-01  0.757080E-01  0.788226E-01  0.804870E-01  0.874580E-01
  -649.900  0.547822E-01  0.698751E-01  0.727687E-01  0.743183E-01  0.806393E-01
