 x      300.00000000000000        873.00000000000000        1273.0000000000000        1673.0000000000000     
  -675.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.100  0.000000E+00  0.729142E-05  0.756488E-05  0.769140E-05  0.801808E-05
  -667.000  0.806475E-05  0.118984E-04  0.123623E-04  0.125808E-04  0.131655E-04
  -666.900  0.104292E-04  0.157112E-04  0.163475E-04  0.166461E-04  0.174385E-04
  -666.800  0.163133E-04  0.240698E-04  0.249349E-04  0.253310E-04  0.263365E-04
  -666.700  0.275119E-04  0.398085E-04  0.411479E-04  0.417571E-04  0.432855E-04
  -666.600  0.378312E-04  0.545760E-04  0.564199E-04  0.572617E-04  0.593877E-04
  -666.500  0.572809E-04  0.819988E-04  0.846525E-04  0.858539E-04  0.888423E-04
  -666.400  0.848311E-04  0.120082E-03  0.123824E-03  0.125515E-03  0.129708E-03
  -666.300  0.121480E-03  0.169710E-03  0.174715E-03  0.176959E-03  0.182451E-03
  -666.200  0.172087E-03  0.239323E-03  0.246267E-03  0.249378E-03  0.256978E-03
  -666.100  0.244229E-03  0.337346E-03  0.346824E-03  0.351051E-03  0.361283E-03
  -666.000  0.342059E-03  0.469061E-03  0.481785E-03  0.487429E-03  0.500957E-03
  -665.900  0.477914E-03  0.649063E-03  0.665845E-03  0.673236E-03  0.690704E-03
  -665.800  0.653656E-03  0.881993E-03  0.904064E-03  0.913738E-03  0.936386E-03
  -665.700  0.891440E-03  0.119436E-02  0.122312E-02  0.123565E-02  0.126461E-02
  -665.600  0.120202E-02  0.160116E-02  0.163851E-02  0.165470E-02  0.169175E-02
  -665.500  0.160884E-02  0.212962E-02  0.217761E-02  0.219830E-02  0.224513E-02
  -665.400  0.212922E-02  0.280279E-02  0.286393E-02  0.289015E-02  0.294881E-02
  -665.300  0.279210E-02  0.365778E-02  0.373545E-02  0.376862E-02  0.384219E-02
  -665.200  0.362275E-02  0.472453E-02  0.482221E-02  0.486374E-02  0.495501E-02
  -665.100  0.465210E-02  0.604237E-02  0.616442E-02  0.621613E-02  0.632889E-02
  -665.000  0.591482E-02  0.765504E-02  0.780674E-02  0.787086E-02  0.801000E-02
  -664.900  0.745051E-02  0.961175E-02  0.979905E-02  0.987806E-02  0.100488E-01
  -664.800  0.928541E-02  0.119471E-01  0.121771E-01  0.122741E-01  0.124834E-01
  -664.700  0.114570E-01  0.147086E-01  0.149894E-01  0.151077E-01  0.153636E-01
  -664.600  0.139975E-01  0.179377E-01  0.182784E-01  0.184222E-01  0.187342E-01
  -664.500  0.169301E-01  0.216657E-01  0.220769E-01  0.222509E-01  0.226305E-01
  -664.400  0.202763E-01  0.259237E-01  0.264171E-01  0.266267E-01  0.270875E-01
  -664.300  0.240520E-01  0.307349E-01  0.313241E-01  0.315753E-01  0.321332E-01
  -664.200  0.282551E-01  0.361033E-01  0.368028E-01  0.371026E-01  0.377761E-01
  -664.100  0.328892E-01  0.420440E-01  0.428710E-01  0.432276E-01  0.440392E-01
  -664.000  0.379300E-01  0.485315E-01  0.495038E-01  0.499259E-01  0.509001E-01
  -663.900  0.433560E-01  0.555511E-01  0.566885E-01  0.571857E-01  0.583503E-01
  -663.800  0.491366E-01  0.630787E-01  0.644033E-01  0.649867E-01  0.663742E-01
  -663.700  0.552169E-01  0.710593E-01  0.725944E-01  0.732756E-01  0.749211E-01
  -663.600  0.615470E-01  0.794456E-01  0.812160E-01  0.820079E-01  0.839495E-01
  -663.500  0.680714E-01  0.881839E-01  0.902163E-01  0.911324E-01  0.934122E-01
  -663.400  0.747135E-01  0.971960E-01  0.995179E-01  0.100572E+00  0.103235E+00
  -663.300  0.814113E-01  0.106415E+00  0.109055E+00  0.110263E+00  0.113353E+00
  -663.200  0.880864E-01  0.115759E+00  0.118744E+00  0.120120E+00  0.123685E+00
  -663.100  0.946676E-01  0.125145E+00  0.128504E+00  0.130063E+00  0.134150E+00
  -663.000  0.101075E+00  0.134481E+00  0.138241E+00  0.139996E+00  0.144652E+00
  -662.900  0.107241E+00  0.143676E+00  0.147861E+00  0.149827E+00  0.155094E+00
  -662.800  0.113102E+00  0.152648E+00  0.157279E+00  0.159467E+00  0.165386E+00
  -662.700  0.118587E+00  0.161287E+00  0.166382E+00  0.168802E+00  0.175405E+00
  -662.600  0.123643E+00  0.169506E+00  0.175076E+00  0.177734E+00  0.185049E+00
  -662.500  0.128226E+00  0.177222E+00  0.183273E+00  0.186174E+00  0.194217E+00
  -662.400  0.132303E+00  0.184348E+00  0.190878E+00  0.194021E+00  0.202799E+00
  -662.300  0.135850E+00  0.190811E+00  0.197810E+00  0.201192E+00  0.210699E+00
  -662.200  0.138858E+00  0.196549E+00  0.203997E+00  0.207610E+00  0.217825E+00
  -662.100  0.141342E+00  0.201521E+00  0.209389E+00  0.213218E+00  0.224107E+00
  -662.000  0.143335E+00  0.205708E+00  0.213958E+00  0.217985E+00  0.229497E+00
  -661.900  0.144882E+00  0.209109E+00  0.217693E+00  0.221895E+00  0.233962E+00
  -661.800  0.146058E+00  0.211751E+00  0.220609E+00  0.224956E+00  0.237493E+00
  -661.700  0.146934E+00  0.213676E+00  0.222742E+00  0.227202E+00  0.240110E+00
  -661.600  0.147617E+00  0.214960E+00  0.224159E+00  0.228693E+00  0.241856E+00
  -661.500  0.148213E+00  0.215693E+00  0.224943E+00  0.229508E+00  0.242797E+00
  -661.400  0.148829E+00  0.215976E+00  0.225191E+00  0.229743E+00  0.243016E+00
  -661.300  0.149594E+00  0.215937E+00  0.225026E+00  0.229516E+00  0.242623E+00
  -661.200  0.150591E+00  0.215680E+00  0.224551E+00  0.228931E+00  0.241715E+00
  -661.100  0.151953E+00  0.215355E+00  0.223916E+00  0.228137E+00  0.240438E+00
  -661.000  0.153729E+00  0.215049E+00  0.223212E+00  0.227226E+00  0.238886E+00
  -660.900  0.155986E+00  0.214869E+00  0.222549E+00  0.226311E+00  0.237179E+00
  -660.800  0.158777E+00  0.214912E+00  0.222032E+00  0.225499E+00  0.235431E+00
  -660.700  0.162101E+00  0.215227E+00  0.221719E+00  0.224852E+00  0.233718E+00
  -660.600  0.165929E+00  0.215846E+00  0.221653E+00  0.224421E+00  0.232108E+00
  -660.500  0.170245E+00  0.216803E+00  0.221878E+00  0.224254E+00  0.230669E+00
  -660.400  0.174951E+00  0.218048E+00  0.222358E+00  0.224323E+00  0.229394E+00
  -660.300  0.179982E+00  0.219580E+00  0.223105E+00  0.224645E+00  0.228326E+00
  -660.200  0.185228E+00  0.221319E+00  0.224050E+00  0.225161E+00  0.227426E+00
  -660.100  0.190606E+00  0.223228E+00  0.225168E+00  0.225851E+00  0.226699E+00
  -660.000  0.196005E+00  0.225225E+00  0.226390E+00  0.226652E+00  0.226105E+00
  -659.900  0.201329E+00  0.227234E+00  0.227648E+00  0.227502E+00  0.225599E+00
  -659.800  0.206527E+00  0.229218E+00  0.228914E+00  0.228377E+00  0.225174E+00
  -659.700  0.211527E+00  0.231116E+00  0.230130E+00  0.229223E+00  0.224791E+00
  -659.600  0.216324E+00  0.232913E+00  0.231287E+00  0.230033E+00  0.224450E+00
  -659.500  0.220906E+00  0.234604E+00  0.232381E+00  0.230805E+00  0.224158E+00
  -659.400  0.225279E+00  0.236187E+00  0.233412E+00  0.231540E+00  0.223918E+00
  -659.300  0.229523E+00  0.237736E+00  0.234453E+00  0.232309E+00  0.223802E+00
  -659.200  0.233672E+00  0.239292E+00  0.235544E+00  0.233154E+00  0.223853E+00
  -659.100  0.237812E+00  0.240949E+00  0.236778E+00  0.234167E+00  0.224157E+00
  -659.000  0.242025E+00  0.242802E+00  0.238250E+00  0.235441E+00  0.224809E+00
  -658.900  0.246356E+00  0.244938E+00  0.240050E+00  0.237068E+00  0.225899E+00
  -658.800  0.250899E+00  0.247485E+00  0.242304E+00  0.239174E+00  0.227552E+00
  -658.700  0.255673E+00  0.250521E+00  0.245095E+00  0.241844E+00  0.229859E+00
  -658.600  0.260752E+00  0.254180E+00  0.248564E+00  0.245219E+00  0.232961E+00
  -658.500  0.266117E+00  0.258520E+00  0.252775E+00  0.249367E+00  0.236937E+00
  -658.400  0.271770E+00  0.263622E+00  0.257815E+00  0.254381E+00  0.241888E+00
  -658.300  0.277715E+00  0.269560E+00  0.263769E+00  0.260346E+00  0.247908E+00
  -658.200  0.283901E+00  0.276373E+00  0.270685E+00  0.267319E+00  0.255069E+00
  -658.100  0.290295E+00  0.284080E+00  0.278590E+00  0.275327E+00  0.263408E+00
  -658.000  0.296832E+00  0.292681E+00  0.287494E+00  0.284387E+00  0.272954E+00
  -657.900  0.303459E+00  0.302160E+00  0.297387E+00  0.294492E+00  0.283711E+00
  -657.800  0.310089E+00  0.312456E+00  0.308214E+00  0.305589E+00  0.295634E+00
  -657.700  0.316655E+00  0.323498E+00  0.319905E+00  0.317609E+00  0.308659E+00
  -657.600  0.323062E+00  0.335176E+00  0.332353E+00  0.330447E+00  0.322682E+00
  -657.500  0.329219E+00  0.347350E+00  0.345413E+00  0.343955E+00  0.337553E+00
  -657.400  0.334997E+00  0.359830E+00  0.358891E+00  0.357938E+00  0.353069E+00
  -657.300  0.340297E+00  0.372423E+00  0.372580E+00  0.372184E+00  0.369006E+00
  -657.200  0.344986E+00  0.384889E+00  0.386233E+00  0.386438E+00  0.385092E+00
  -657.100  0.348932E+00  0.396977E+00  0.399581E+00  0.400427E+00  0.401034E+00
  -657.000  0.352008E+00  0.408414E+00  0.412333E+00  0.413849E+00  0.416504E+00
  -656.900  0.354090E+00  0.418924E+00  0.424192E+00  0.426397E+00  0.431166E+00
  -656.800  0.355101E+00  0.428267E+00  0.434896E+00  0.437798E+00  0.444713E+00
  -656.700  0.354911E+00  0.436149E+00  0.444127E+00  0.447722E+00  0.456782E+00
  -656.600  0.353528E+00  0.442400E+00  0.451688E+00  0.455959E+00  0.467122E+00
  -656.500  0.350897E+00  0.446808E+00  0.457341E+00  0.462259E+00  0.475446E+00
  -656.400  0.347059E+00  0.449246E+00  0.460934E+00  0.466456E+00  0.481549E+00
  -656.300  0.342094E+00  0.449653E+00  0.462381E+00  0.468450E+00  0.485292E+00
  -656.200  0.336113E+00  0.448008E+00  0.461639E+00  0.468188E+00  0.486585E+00
  -656.100  0.329291E+00  0.444371E+00  0.458743E+00  0.465694E+00  0.485414E+00
  -656.000  0.321798E+00  0.438836E+00  0.453772E+00  0.461036E+00  0.481821E+00
  -655.900  0.313882E+00  0.431584E+00  0.446890E+00  0.454369E+00  0.475930E+00
  -655.800  0.305778E+00  0.422831E+00  0.438303E+00  0.445895E+00  0.467923E+00
  -655.700  0.297752E+00  0.412843E+00  0.428271E+00  0.435868E+00  0.458038E+00
  -655.600  0.290047E+00  0.401909E+00  0.417081E+00  0.424576E+00  0.446556E+00
  -655.500  0.282928E+00  0.390368E+00  0.405076E+00  0.412362E+00  0.433818E+00
  -655.400  0.276581E+00  0.378506E+00  0.392551E+00  0.399524E+00  0.420130E+00
  -655.300  0.271199E+00  0.366654E+00  0.379852E+00  0.386414E+00  0.405862E+00
  -655.200  0.266935E+00  0.355117E+00  0.367301E+00  0.373364E+00  0.391366E+00
  -655.100  0.263853E+00  0.344134E+00  0.355161E+00  0.360648E+00  0.376947E+00
  -655.000  0.262011E+00  0.333950E+00  0.343703E+00  0.348548E+00  0.362925E+00
  -654.900  0.261407E+00  0.324753E+00  0.333142E+00  0.337294E+00  0.349572E+00
  -654.800  0.261977E+00  0.316666E+00  0.323630E+00  0.327054E+00  0.337099E+00
  -654.700  0.263613E+00  0.309765E+00  0.315276E+00  0.317951E+00  0.325677E+00
  -654.600  0.266195E+00  0.304101E+00  0.308158E+00  0.310079E+00  0.315451E+00
  -654.500  0.269524E+00  0.299611E+00  0.302240E+00  0.303416E+00  0.306443E+00
  -654.400  0.273436E+00  0.296269E+00  0.297523E+00  0.297978E+00  0.298712E+00
  -654.300  0.277724E+00  0.293962E+00  0.293916E+00  0.293684E+00  0.292220E+00
  -654.200  0.282161E+00  0.292540E+00  0.291288E+00  0.290415E+00  0.286881E+00
  -654.100  0.286556E+00  0.291851E+00  0.289503E+00  0.288043E+00  0.282598E+00
  -654.000  0.290685E+00  0.291692E+00  0.288367E+00  0.286380E+00  0.279206E+00
  -653.900  0.294352E+00  0.291868E+00  0.287694E+00  0.285246E+00  0.276544E+00
  -653.800  0.297402E+00  0.292196E+00  0.287307E+00  0.284466E+00  0.274449E+00
  -653.700  0.299632E+00  0.292431E+00  0.286958E+00  0.283794E+00  0.272682E+00
  -653.600  0.300914E+00  0.292397E+00  0.286472E+00  0.283055E+00  0.271070E+00
  -653.500  0.301129E+00  0.291894E+00  0.285644E+00  0.282040E+00  0.269402E+00
  -653.400  0.300180E+00  0.290767E+00  0.284314E+00  0.280589E+00  0.267514E+00
  -653.300  0.297995E+00  0.288865E+00  0.282323E+00  0.278540E+00  0.265233E+00
  -653.200  0.294544E+00  0.286081E+00  0.279554E+00  0.275770E+00  0.262428E+00
  -653.100  0.289838E+00  0.282350E+00  0.275935E+00  0.272204E+00  0.259009E+00
  -653.000  0.283886E+00  0.277617E+00  0.271400E+00  0.267771E+00  0.254893E+00
  -652.900  0.276795E+00  0.271918E+00  0.265976E+00  0.262493E+00  0.250086E+00
  -652.800  0.268653E+00  0.265297E+00  0.259697E+00  0.256399E+00  0.244603E+00
  -652.700  0.259628E+00  0.257863E+00  0.252662E+00  0.249583E+00  0.238519E+00
  -652.600  0.249881E+00  0.249734E+00  0.244980E+00  0.242148E+00  0.231923E+00
  -652.500  0.239613E+00  0.241084E+00  0.236816E+00  0.234255E+00  0.224960E+00
  -652.400  0.229072E+00  0.232127E+00  0.228375E+00  0.226104E+00  0.217811E+00
  -652.300  0.218475E+00  0.223059E+00  0.219843E+00  0.217877E+00  0.210643E+00
  -652.200  0.208079E+00  0.214119E+00  0.211453E+00  0.209800E+00  0.203667E+00
  -652.100  0.198131E+00  0.205529E+00  0.203419E+00  0.202085E+00  0.197077E+00
  -652.000  0.188829E+00  0.197474E+00  0.195916E+00  0.194901E+00  0.191029E+00
  -651.900  0.180410E+00  0.190170E+00  0.189156E+00  0.188458E+00  0.185716E+00
  -651.800  0.173036E+00  0.183759E+00  0.183273E+00  0.182883E+00  0.181253E+00
  -651.700  0.166851E+00  0.178360E+00  0.178378E+00  0.178286E+00  0.177737E+00
  -651.600  0.161950E+00  0.174044E+00  0.174538E+00  0.174729E+00  0.175219E+00
  -651.500  0.158399E+00  0.170850E+00  0.171785E+00  0.172242E+00  0.173719E+00
  -651.400  0.156207E+00  0.168749E+00  0.170086E+00  0.170789E+00  0.173191E+00
  -651.300  0.155332E+00  0.167677E+00  0.169372E+00  0.170299E+00  0.173557E+00
  -651.200  0.155725E+00  0.167548E+00  0.169554E+00  0.170679E+00  0.174720E+00
  -651.100  0.157264E+00  0.168224E+00  0.170489E+00  0.171789E+00  0.176534E+00
  -651.000  0.159823E+00  0.169556E+00  0.172029E+00  0.173476E+00  0.178844E+00
  -650.900  0.163221E+00  0.171352E+00  0.173978E+00  0.175546E+00  0.181454E+00
  -650.800  0.167284E+00  0.173446E+00  0.176174E+00  0.177835E+00  0.184202E+00
  -650.700  0.171817E+00  0.175645E+00  0.178421E+00  0.180148E+00  0.186891E+00
  -650.600  0.176607E+00  0.177761E+00  0.180535E+00  0.182302E+00  0.189339E+00
  -650.500  0.181461E+00  0.179643E+00  0.182366E+00  0.184148E+00  0.191398E+00
  -650.400  0.186167E+00  0.181116E+00  0.183742E+00  0.185515E+00  0.192899E+00
  -650.300  0.190533E+00  0.182046E+00  0.184535E+00  0.186276E+00  0.193718E+00
  -650.200  0.194401E+00  0.182338E+00  0.184650E+00  0.186338E+00  0.193763E+00
  -650.100  0.197589E+00  0.181876E+00  0.183979E+00  0.185593E+00  0.192927E+00
  -650.000  0.199985E+00  0.180616E+00  0.182481E+00  0.184004E+00  0.191180E+00
  -649.900  0.201472E+00  0.178506E+00  0.180108E+00  0.181524E+00  0.188473E+00
